SMILES,frequency
[13*]C1[NH2+]CCCC1C,3
[15*]C1(C)CCCC1(C)C,3
[15*]C1CCC(C)C1(C)C,3
[5*][NH+]1CCS(=O)C(C)(C)C1,3
[9*]n1[nH]c2ncccc2c1=O,3
[14*]c1nc2cc(C)[nH]c2c(=O)[nH]1,3
[16*]c1ccc(C=O)nc1,3
[14*]c1ncc(S(C)(=O)=O)cn1,3
[13*]C1NC(=O)C2COCCN12,3
[16*]c1c[nH]c2ccc(F)cc2c1=O,3
[9*]n1ccc(=O)c2cc(F)ccc21,3
[5*]N1CCc2ccc(F)cc2C1C,3
[4*]C(C)(C)C(N)=O,3
[8*]CCC(C)[NH3+],3
[14*]c1ncnc(Cl)c1C,3
[16*]c1ccncc1C#CCO,3
[9*]n1c(N)nc2c(C)ccnc21,3
[16*]c1c(C)c(C)cc(C)c1C,3
[1*]C(=O)CCS(=O)(=O)c1ccc(Cl)cc1,3
[5*][NH2+]C1CCc2cc3c(cc21)OCCO3,3
[16*]c1ccccc1S(=O)(=O)C(F)F,3
[16*]c1ccc(Br)cc1[SH](=O)=O,3
[5*]N1COc2ncnnc2-c2cc(Cl)ccc21,3
[14*]c1nnc2c(n1)OCNc1ccc(Cl)cc1-2,3
[13*]C1Nc2ccc(Cl)cc2-c2nncnc2O1,3
[5*]N1CCCC(C)(C)CC1,3
[14*]c1sc2ncnc(C)c2c1C,3
[14*]c1nc(C)c2c(C)csc2n1,3
[13*]C1CCC(C)CCN1,3
[5*]N1CCOC(C(N)=NO)C1,3
[1*]C(=O)CC(C)C(C)(C)C,3
[9*]n1nc(C)c2c3c(cnc21)C(=O)NC3=O,3
[10*]N1C(=O)c2cnc3[nH]nc(C)c3c2C1=O,3
[1*]C(=O)CC1CCOc2ccccc21,3
[15*]C1(O)CC1C,3
[11*]SC1=NC(=O)C2=C3CCCCC3SC2=N1,3
[9*]n1cnc2cc(F)ccc21,3
[5*][NH2+]C1CCc2c1ccc(Cl)c2Cl,3
[14*]c1nc2ccccc2n2cnnc12,3
[16*]c1ccc(N=C2NC(=O)CS2)cc1,3
[16*]c1ccnc(Br)c1,3
[16*]c1ccc2ccc(Cl)nc2c1,3
[5*][NH+]1CCCC2(C1)OCCO2,3
[5*]NC1=C(C(C)=O)CCC(C)(O)C1,3
[15*]C1CC(C(C)=O)=C(N)CC1(C)O,3
[15*]C1CC(C)(O)CC(N)=C1C(C)=O,3
[16*]c1cnn2c1NC1=C(C(=O)CCC1)C2c1ccccc1,3
[11*]SC(=S)N(C)C,3
[10*]N1C(=O)c2ccccc2C1c1c[nH]c2ccccc12,3
[9*]n1ccc2cc(Cl)ccc21,3
[12*]S(=O)(=O)c1cc(C)ccc1F,3
[5*]N1CCNC(C)(C)C1,3
[5*]N1CCNCC1(C)C,3
[15*]C1(C)CCCCC1O,3
[6*]C(=O)NNc1ccccc1,3
[14*]c1cc(C)[nH]c(=O)n1,3
[15*]C1CC([O-])C1,3
[13*]C1SC(=NN=Cc2ccco2)NC1=O,3
[5*]N1CCc2cncnc2C1,3
[14*]c1ncnc2c1CCNC2,3
[12*]S(=O)(=O)c1cccc(S(N)(=O)=O)c1,3
[6*]C(=O)NNCC,3
[7*]=C(C)NNC=O,3
[4*]CC1=CCN=N1,3
[1*]C(=O)CCCCC(=O)[O-],3
[15*]C1CCCCC1Cl,3
[14*]c1cc2c(s1)-c1ccccc1OC2,3
[16*]c1ccc([N+](=O)[O-])c2cccnc12,3
[16*]c1cccc(C2[NH2+]CCc3c2[nH]c2ccccc32)c1,3
[16*]c1cnc2scc(C)c2c1,3
[15*]C1(C#N)CCCCCC1,3
[5*]N1CCN2CCCCC2C1,3
[16*]c1ccc(Br)c(N)c1,3
[5*][NH+]1CCC2(CCOC2)C1,3
[8*]CC(CC(C)C)C(=O)[O-],3
[8*]C(CC)CC=O,3
[5*]NC1CCCOc2ccccc21,3
[9*]n1c(C)cc(=O)c2ccccc21,3
[8*]CC1=NN2C(=N)CC(=O)N=C2S1,3
[4*]C(C)CCCC=C,3
[13*]C1(C)Cc2ccccc2C(=O)O1,3
[16*]c1c(C)c2ccc(O)c(C)c2oc1=O,3
[12*]S(=O)(=O)c1cc2oc(=O)[nH]c2cc1Cl,3
[16*]c1ccc(Cl)c(O)c1,3
[13*]C1CC(c2cccs2)=NN1C(C)=O,3
[8*]C(C)C#N,3
[14*]c1nn(C)c2ccccc12,3
[5*][NH+]1C2CCC1CC(O)C2,3
[16*]c1cc(C)c(Br)cc1[SH](=O)=O,3
[12*]S(=O)(=O)c1ccc(C)c(Br)c1,3
[14*]c1ccc(C(N)=S)cn1,3
[4*]C(C(=O)NNC=O)C(C)C,3
[4*]CC(=O)NN1C(=O)NC2(CCCCC2)C1=O,3
[9*]n1c(C)nc2[nH]c3nc4ccccc4nc3c2c1=O,3
[9*]n1c2nc3ccccc3nc2c2c(=O)[nH]c(C)nc21,3
[15*]C1CCCc2ccccc2C1O,3
[14*]c1cc2cccn2cn1,3
[14*]c1c[nH+]c2cc(C)ccn12,3
[5*]N1CCn2ccnc2C1,3
[7*]=C1CCSc2ccccc2N1,3
[5*]N1C(=S)NCC(C=O)=C1C,3
[1*]C(=O)NNc1ncccc1Cl,3
[5*]N1CCOC2(CCc3ccccc32)C1,3
[5*]N1CCOc2ccc(C)cc21,3
[16*]c1c[nH]cc(Br)c1=O,3
[15*]C1CCCN(C(N)=S)C1,3
[7*]=C1SC(=S)N=C1[O-],3
[16*]c1cccc2c1NCC2,3
[16*]c1cnc2nc(C)ccc2c1[O-],3
[16*]c1ccc2c(c1)C(N)CCO2,3
[14*]c1c([N+](=O)[O-])ncn1C,3
[5*]N1CCC2(CCCN(C)C2=O)C1,3
[14*]c1cc(N)[nH][nH+]1,3
[16*]c1c[nH+][nH]c1N,3
[4*]CC(=O)N1CCC(c2ccco2)=N1,3
[13*]C1CC(c2ccco2)=NN1C(C)=O,3
[14*]c1nc2c(s1)C(=O)CCC2,3
[5*]N1C(=S)NC2CC1(C)Oc1ccccc12,3
[4*]C(CC)C(=O)NNC=O,3
[16*]c1c[nH]c2cccc(Cl)c12,3
[5*][NH2+]C1CCc2cc(N)ccc21,3
[14*]c1ncn2c1CCCCC2,3
[14*]c1ncc2n1CCCCC2,3
[8*]C(C)S(=O)(=O)CC,3
[12*]S(=O)(=O)c1cnc(Cl)c(Cl)c1,3
[15*]C1CC1[NH3+],3
[16*]c1c(Cl)cccc1[N+](=O)[O-],3
[1*]C(=O)NN=Cc1ccccc1,3
[16*]c1ccc(Cl)c(N)c1,3
[5*][NH+]1CCSC(C)C1C,3
[8*]CC(=O)Nn1cnc2[nH]ncc2c1=O,3
[9*]n1ncc2c(=O)n(NC(C)=O)cnc21,3
[1*]C(=O)C1NCCc2sccc21,3
[5*]N1CCc2sccc2C1C=O,3
[14*]c1[nH]nc(C)c1C#N,3
[9*]n1cc(C#N)c(C)n1,3
[6*]C(=O)N=c1[nH]ccs1,3
[9*]n1ccsc1=NC=O,3
[10*]N1C(=O)C2CSCN2C1=S,3
[13*]C1SCC2C(=O)NC(=S)N12,3
[12*]S(=O)(=O)C1CCOCC1,3
[14*]c1cnc(NN)s1,3
[5*][NH+]1CCC2(CC1)NC(=O)N(C)C2=O,3
[14*]c1cncc(Cl)n1,3
[4*]CC(CC=O)C(=O)[O-],3
[8*]C(F)(F)C=O,3
[5*]N1CCCc2cccc(C)c21,3
[14*]c1ncnc2c1[nH]c1ccccc12,3
[9*]n1cc([N+](=O)[O-])nc1C,3
[9*]n1cnc2sc(C)cc2c1=O,3
[14*]c1ncc(C)c[nH+]1,3
[14*]c1nc[nH+]cc1C,3
[10*]N1N=C(CCC)CC1=O,3
[7*]=C1SC(N2CCCCC2)=NC1=O,3
[15*]C1CS(=O)(=O)CC1S(=O)(=O)c1cccc(C)c1,3
[5*][NH+]1CCCN(C)CC1,3
[14*]c1oc(C)cc1C,3
[4*]CCC(=C)C,3
[14*]c1cc2ccoc2cn1,3
[13*]C1CC(O)CCO1,3
[7*]=Cc1c(C)nc2sc(C)cn12,3
[9*]n1ccn2cnnc2c1=O,3
[14*]c1nnc2c(=O)[nH]ccn12,3
[14*]c1ncnc2c(C)n[nH]c12,3
[9*]n1nc(C)c2ncncc21,3
[16*]c1cccc(C#CC)c1,3
[5*]N1CCCCC2NCCCC21,3
[5*]N1CCCC2NCCCCC21,3
[15*]C1CCNC2CCCCNC12,3
[14*]c1nc(C)c2ccc(S(C)(=O)=O)cc2n1,3
[15*]C1CCC(C)(C)CC1C,3
[6*]C(=O)NNc1ccccc1[N+](=O)[O-],3
[9*]n1cc(Br)ccc1=O,3
[5*]N1C(=NC(=O)CCC(=O)[O-])SC2CS(=O)(=O)CC21,3
[14*]c1n[nH]c2c1CCc1ccccc1-2,3
[5*]N1CCC(C)CC(C)C1,3
[1*]C(=O)C1=C(C)N=C(C)C1[SH](=O)=O,3
[12*]S(=O)(=O)C1C(C)=NC(C)=C1C=O,3
[15*]C1CCC(C)[NH2+]C1C,3
[5*][NH+]1CCC2(CC1)C(=O)NC(=O)N2C,3
[10*]N1C(=O)N(C)C2(CC[NH2+]CC2)C1=O,3
[10*]N1CCC(=O)NC1=O,3
[14*]c1ccc(C#CC(C)(C)O)s1,3
[6*]C(=O)NN=CCC,3
[7*]=C(C)C=NNC=O,3
[11*]SC1=NC(C)CS1,3
[14*]c1ccc(N)c[nH+]1,3
[16*]c1ccnnc1,3
[5*]NC1CC(C)(C)Cc2[nH]ncc21,3
[9*]n1ncc2c1CC(C)(C)CC2N,3
[14*]c1nc2scc(O)n2n1,3
[14*]c1sc2ncnn2c1O,3
[16*]c1c(C)ccc(N)c1C,3
[4*]CC(=O)N=C1NCCS1,3
[4*]C(C)CC(F)(F)F,3
[16*]c1ccnnc1C,3
[5*]NC=C1C(=O)NC(=O)C(C#N)=C1C,3
[10*]N1C(=O)C(=CN)C(C)=C(C#N)C1=O,3
[16*]c1ccc2c(c1)=[NH+]CC=2,3
[5*][NH+]1C2CCCC1CC2,3
[15*]C12CC3CC(C1)CC(O)(C3)C2,3
[13*]C1CNCCC[NH2+]1,3
[14*]c1nc2c(s1)CN(C)CC2,3
[16*]c1c([O-])cc(C)oc1=O,3
[14*]c1nc2ccc3nc(C)sc3c2s1,3
[16*]c1cc2cc([N+](=O)[O-])ccc2oc1=O,3
[14*]c1ccc(C)n1C,3
[12*]S(=O)(=O)c1ccc2occ(C)c2c1,3
[14*]c1oc2ccc([SH](=O)=O)cc2c1C,3
[16*]c1cc2ccoc2cc1C,3
[13*]C1CC(c2cc(F)ccc2F)=NO1,3
[14*]c1c(C#N)cnn1C,3
[14*]c1cc2nc(C)ccn2n1,3
[7*]=Cc1ccc(C)cc1C,3
[12*]S(=O)(=O)c1c[nH]nc1C,3
[9*]n1cc([SH](=O)=O)c(C)n1,3
[13*]C1CNc2ccccc2N1,3
[16*]c1ccc2oc(C)cc2c1,3
[5*]N1CCCn2nccc2C1,3
[14*]c1cc2n(n1)CCCNC2,3
[5*][NH+]1CC2CC=CCC2C1,3
[5*][NH+]1CCC2(CCC(=O)N2C)CC1,3
[14*]c1cn2c(n1)SCC2,3
[8*]CC(=C)Br,3
[14*]c1cc(=O)c2cc(Cl)ccc2o1,3
[16*]c1ccn[nH]c1=O,3
[10*]N1C(=O)c2ccc(Br)cc2C1=O,3
[7*]=Cc1cnc2ccccc2n1,3
[5*]N1CCC2=C(CN=N2)C1,3
[12*]S(=O)(=O)c1sccc1Br,3
[14*]c1nc2c(s1)c(C)nn2C,3
[15*]C1CCC2OCCNC2C1,3
[13*]C1(C)Cn2cncc2C(=O)N1,3
[14*]c1ncn2c1C(=O)NC(C)C2,3
[10*]N1C(=O)c2cncn2CC1C,3
[4*]C1(C#N)CCCC(C)C1,3
[16*]c1c(F)ccc([N+](=O)[O-])c1F,3
[16*]c1ccnc(N)c1,3
[14*]c1nncc2ccccc12,3
[14*]c1cc(=O)c2ccccc2[nH]1,3
[8*]CC(C)C[NH3+],3
[6*]C(=O)NN=Cc1cccc(O)c1,3
[4*]CC1(O)CCCc2ccccc21,3
[14*]c1nc(N)c(C)c[nH+]1,3
[9*]n1c(C)cc(=O)n2ncnc12,3
[14*]c1nc[nH+]cc1N,3
[14*]c1[nH+]cncc1N,3
[7*]=C(C#N)C1[NH+]=c2ccccc2=[NH+]1,3
[13*]C1C(=O)N(C)C(=O)N1C,3
[10*]N1C(=O)C2CCCN2C1=O,3
[16*]c1ccc2c(c1)CC(C)(C)O2,3
[5*]N1CC(C)Oc2ccc(Cl)cc21,3
[16*]c1c(O)ccc2ccc(=O)oc12,3
[16*]c1cc2ccc(O)cc2oc1=O,3
[7*]=C(S)C(=O)[O-],3
[11*]SCC(=O)[O-],3
[15*]C12CCC(CC1=O)C2(C)C,3
[13*]C1(C)Cn2c(cc3occc32)C(=O)N1,3
[10*]N1C(=O)c2cc3occc3n2CC1C,3
[14*]c1nc2nc(C)cc([O-])n2n1,3
[16*]c1ccc(C#CCO)cc1,3
[12*]S(=O)(=O)c1cc2c(cc1Cl)NC(=O)CO2,3
[9*]n1c(N)nc2cnn(C)c21,3
[14*]c1nn(C)c2[nH]c(N)nc12,3
[15*]C1C(=O)N2CC(C)(C)SC12,3
[13*]C1N2C(=O)CC2SC1(C)C,3
[4*]C(C)(C)CCO,3
[16*]c1cc(=O)oc2c(C)c(C)ccc12,3
[7*]=C1CCCC2CN(C(C)=O)N=C12,3
[13*]C1C2CCCCC2=NN1C(C)=O,3
[7*]=C1SC(N)=NC1=O,3
[4*]CC(=O)NN=Cc1cccc(Br)c1,3
[4*]C1CCOC1,3
[16*]c1cc(C)c(C)cc1O,3
[15*]C1C(C)=Nc2ncnn2C1c1ccccc1,3
[16*]c1cnc(C)[nH]c1=O,3
[14*]c1ncc(C=O)cn1,3
[16*]c1ccccc1NN,3
[1*]C(=O)S,3
[16*]c1cccc(CC)c1,3
[15*]C1(C#N)CCOC1,3
[8*]CC(C)N,3
[14*]c1ncncc1C#N,3
[10*]N1C(=O)C(C)C(C)C1=O,3
[14*]c1cc2nc[nH]c(=O)c2s1,3
[16*]c1cnc2c(c1)NC(=O)CO2,3
[14*]c1cc2cnsc2s1,3
[16*]c1ccc2c(c1)NC(=O)CCN2C,3
[5*]N1CCc2ccc(N)cc2C1,3
[7*]=C(c1ccccc1)C(F)(F)F,3
[13*]C1(C)Sc2ccccc2N(CC)C1=O,3
[1*]C(=O)CCN1C(=O)CCc2ccccc21,3
[14*]c1nc2cc(C)ccc2s1,3
[1*]C(=O)C(C)[n+]1cccc2ccccc21,3
[16*]c1ccc2c(ccc[n+]2C(C)C=O)c1,3
[14*]c1nonc1N,3
[16*]c1ccc2n(c1=O)CC1CNCC2C1,3
[8*]C(C)C(=O)CC,3
[16*]c1cccc(S(=O)(=O)N=C2CCCN2)c1,3
[1*]C(=O)CBr,3
[4*]CCCC(C)(C)C#N,3
[5*]N1CCN(C)c2ccccc21,3
[14*]c1nnc([S-])o1,3
[8*]CC(=O)NNc1ncncc1N,3
[15*]C1CC(C)[NH+](C)C1,3
[4*]CC=CCl,3
[15*]C1COC(=O)C1,3
[16*]c1ccc(Cl)cc1N,3
[1*]C(=O)CCN1C(=O)CSc2ccccc21,3
[5*][NH+]1CCNC(=O)C1(C)C,3
[13*]C1OCC(C)NC1C,3
[4*]CCN=C(O)c1ncccc1O,3
[5*]N1CCC2(CC1)Nc1ccccc1-n1cccc12,3
[7*]=Cc1ccc(O)c(Br)c1,3
[5*][NH2+]C1CC2CCCc3cccc1c32,3
[4*]CC(=C)Br,3
[16*]c1c(C)cccc1N,3
[14*]c1cc(N)cc[nH+]1,3
[16*]c1ccnc2nc(C)ccc12,3
[16*]c1cnc2nc(C)ccc2c1,3
[1*]C(=O)C1=NC2=C(C(=O)CCC2)C1C,3
[15*]C1CC(=O)C2=C(C1)N=C(C=O)C2C,3
[14*]c1ncc2ccccc2[nH+]1,3
[14*]c1nc[nH+]c2ccccc12,3
[1*]C(=O)NNc1cccnn1,3
[14*]c1ccc(NNC(=O)CC)nn1,3
[13*]C1CC([NH3+])CN1,3
[14*]c1nc2cnnn2c2ccccc12,3
[14*]c1nnn2c1ncc1ccccc12,3
[5*]NC(=S)NN=Cc1ccccc1O,3
[5*][NH+]1CCC([NH3+])C1,3
[15*]C1([NH3+])CC[NH2+]C1,3
[1*]C(=O)CC(O)C(F)(F)F,3
[8*]C(O)(CC=O)C(F)(F)F,3
[5*][NH+]1CCC2(CC1)NC(=O)NC2=O,3
[14*]c1nc2ccc(Cl)cn2n1,3
[15*]C1CC(C)N(C)C1,3
[6*]C(=O)N1N=C(C)CC1O,3
[13*]C1(O)CC(C)=NN1C=O,3
[16*]c1ccccc1C(N)=[NH2+],3
[8*]CC([NH3+])C=O,3
[9*]n1cnc2c([nH]c3ccccc32)c1=O,3
[5*]N1CCCC(C)(C)C1,3
[1*]C(=O)C(C)S(=O)(=O)c1ccccc1C,3
[5*][NH2+]C1c2ccccc2CC1O,3
[16*]c1ccc(S(=O)C(C)C)cc1,3
[14*]c1cc(=O)[nH]c([O-])n1,3
[9*]n1ncc2nccnc21,3
[14*]c1n[nH]c2nccnc12,3
[16*]c1ccc(N)cc1C,3
[10*]N1C(=O)N(C)C2(CCCCC2)C1=O,3
[16*]c1cnn2c1OCCC2,3
[14*]c1ncc2c(n1)-c1ccccc1CC2,3
[16*]c1ccccc1C1=CCNCC1,3
[8*]C(O)C#CC,3
[16*]c1c(Cl)ccc(C)c1Cl,3
[1*]C(=O)C(=C)C,3
[5*]NC1CCOc2c(F)cccc21,3
[16*]c1cc(N)ccc1F,3
[7*]=C(N)C#N,3
[7*]=Cc1ccc2ccc(Cl)cc2n1,3
[14*]c1cc(N)ccn1,3
[16*]c1ccc2c(c1)OC(F)(F)O2,3
[10*]N1C(=O)CSC1=Nc1ccc(O)cc1,3
[10*]N1C(=O)C2CC=C(Cl)CC2C1=O,3
[9*]n1c(=O)oc2cc(Cl)ccc21,3
[5*]N1CCC2C1C1CC[NH+]2CC1,3
[15*]C1CNC2C3CC[NH+](CC3)C12,3
[16*]c1ccc2nc(Cl)ccc2c1,3
[8*]CCC(C)CCC,3
[7*]=Cc1coc2ccccc12,3
[7*]=CC1=Cc2ccccc2OC1C,3
[14*]c1n[nH]c([O-])n1,3
[5*][NH+](C)C1CCc2ccccc21,3
[14*]c1nc2ncccc2c(=O)[nH]1,3
[16*]c1ccnc2nc[nH]c(=O)c12,3
[8*]C(C#N)C(=O)CC(C)C,3
[8*]CS(=O)C(C)(C)C,3
[5*]N(C)C1c2ccccc2-c2ccccc21,3
[16*]c1ccc2c(c1)=CCC(=O)[NH+]=2,3
[13*]C1CSC2c3ccccc3C(=O)N12,3
[14*]c1nc(C)cnc1C,3
[8*]C(CCC(=O)[O-])C(=O)[O-],3
[14*]c1ncc(Cl)c(C)c1Cl,3
[16*]c1c(C)nc2ccnn2c1C,3
[5*][NH+]1CCc2ncncc2C1,3
[14*]c1ncc2c(n1)CC[NH2+]C2,3
[13*]C1CN2CCCCC2C[NH2+]1,3
[8*]CC(C)C(N)=O,3
[16*]c1cccc2c1OC(C)C(=O)N2,3
[7*]=CC(=O)C1=C([O-])C(=O)NC1,3
[16*]c1ccc2ncncc2c1,3
[1*]C(=O)C(C)S(=O)(=O)c1cccc(C)c1,3
[7*]=Cc1c[nH]nn1,3
[9*]n1cc(C)nn1,3
[6*]C(=O)NNC(=O)C(C)(C)C,3
[14*]c1ncc2cn[nH]c2n1,3
[14*]c1cc(=O)n2nccc2[nH]1,3
[14*]c1cc2[nH]ccc(=O)n2n1,3
[4*]C(C)C=C,3
[4*]C(C)C(=O)NNC(=O)CC,3
[16*]c1ccc2ccccc2c1Br,3
[4*]C(C)CC(N)=NO,3
[8*]CC(C)(C)[NH3+],3
[5*]N1CCCc2cc(F)ccc21,3
[16*]c1cccc2occc12,3
[14*]c1nnc(S(C)(=O)=O)n1C,3
[8*]CS(=O)(=O)c1nncn1C,3
[16*]c1ccc([SH](=O)=O)cc1Br,3
[16*]c1cc(C)c([N+](=O)[O-])cc1Cl,3
[16*]c1ccc[nH+]c1N,3
[14*]c1nc(C)c(C)[nH]c1=O,3
[15*]C1(O)CCCSC1C,3
[10*]N1C(=O)C2CCCCN2C(=O)C1C,3
[15*]C1CCCC(=O)C1,3
[8*]CCCS(C)(=O)=O,3
[14*]c1nc2sccn2c1[N+](=O)[O-],3
[4*]CCC(N)=NO,3
[13*]C1C=c2cc(F)ccc2=[NH+]1,3
[4*]CC(C)(C)CCO,3
[16*]c1cc(Br)cn(C)c1=O,3
[5*]NC1=[NH+]CCCCC1,3
[8*]C(C#N)C(=O)CCC,3
[1*]C(=O)C1=NC(C)C(C(C)=O)=C1C,3
[1*]C(=O)CC1CCCc2ccccc21,3
[13*]C1CC(c2ccccc2)=NN1C1=NC(=O)CS1,3
[5*]N1CCCc2cc(S(C)(=O)=O)ccc21,3
[8*]CCC(C)CC=O,3
[16*]c1cc(Br)ccc1N,3
[5*]NC1CC(C)(C)Cc2ncncc21,3
[14*]c1ncc2c(n1)CC(C)(C)CC2N,3
[12*]S(=O)(=O)c1nc(C)c(Br)s1,3
[5*]N1CCC([NH3+])C(C)C1C,3
[14*]c1nc2cccc(C)c2o1,3
[14*]c1nc(C)c2ccccc2n1,3
[15*]C1CSc2ncc(C)c(=O)n2C1,3
[1*]C(=O)C(C)S(=O)(=O)CC(F)(F)F,3
[16*]c1ccc(S(=O)(=O)O)cc1,3
[16*]c1c(Cl)ccc2scnc12,3
[7*]=C1C(=N)N2OC(C)=CC2=NC1=O,3
[5*][NH2+]C1CCOc2ccccc21,3
[15*]C1CC2CCCC(C1)C2=O,3
[5*]N1C(C)CCC1C,3
[14*]c1nc[n-]n1,3
[10*]N1CC[NH2+]CCC1=O,3
[16*]c1ccc(Br)c2ccccc12,3
[14*]c1cn2cc(Br)ccc2n1,3
[13*]C1OCCO1,3
[5*]N1CC(=O)NC(=O)C1,3
[14*]c1ncnc2sc3c(c12)CCC3,3
[4*]C(CC=O)C(N)=O,3
[14*]c1cnc(S(C)(=O)=O)[nH]1,3
[8*]CS(=O)(=O)N=C(C)[O-],3
[16*]c1ccc2c([O-])[nH]c(=S)nc2c1,3
[14*]c1nc2cc(C)ccc2[nH]1,3
[5*][NH2+]C1CCSc2ccc(F)cc21,3
[14*]c1cc(C)c2c(n1)sc1c2ncn2ncnc12,3
[14*]c1nc2c3sc4nccc(C)c4c3ncn2n1,3
[16*]c1cccc2sc(=NC(C)=O)[nH]c12,3
[8*]CC(=O)N=c1[nH]c2ccccc2s1,3
[16*]c1ccc2ccccc2c1C,3
[16*]c1ccc(S(N)(=O)=O)cc1[N+](=O)[O-],3
[8*]C(C)S(=O)(=O)CC=O,3
[13*]C1CC(c2ccccc2)n2ncnc2N1,3
[14*]c1ccc(C)c[nH+]1,3
[16*]c1c[nH]c2ccc(C)cc2c1=O,3
[5*][NH2+]C1CCCn2ncnc21,3
[14*]c1nc2n(n1)CCCC2[NH3+],3
[14*]c1nc2sc3c(c2c(=O)n1C)CCC3,3
[14*]c1nnc(S(C)(=O)=O)s1,3
[8*]CS(=O)(=O)c1nncs1,3
[15*]C1C=C(c2ccc(Cl)cc2)CC1,3
[4*]C(C(C)=O)C(C)C,3
[13*]C1CCNS(=O)(=O)N1C,3
[13*]C1CCN(C)S(=O)(=O)N1,3
[7*]=C(C)C(=O)[O-],3
[5*]NC1OC(=O)c2ccccc21,3
[10*]N1C(=O)C2C3C=CC(C4CC34)C2C1=O,3
[9*]n1cnc([N+](=O)[O-])c1,3
[9*]n1c2ccc(Cl)cc2c2cc(Cl)ccc21,3
[5*]NC1COc2ccc(C)cc21,3
[16*]c1csc(S(N)(=O)=O)c1,3
[5*]NC=C1C(=O)NC(=O)c2ccccc21,3
[10*]N1C(=O)C(=CN)c2ccccc2C1=O,3
[13*]C1CC(C)C(C)N1,3
[15*]C1CNC(C)C1C,3
[14*]c1nc(C)co1,3
[5*]N1CCC2(CCOC2)C1,3
[4*]CC(F)(F)C(F)F,3
[14*]c1cc2ncccc2[nH]1,3
[8*]CC(C)CO,3
[13*]C1CCCCN1C(N)=S,3
[5*][NH+]1CCSC(C)(C)C1,3
[8*]C(F)(F)C(F)F,3
[5*]N1CCN(C)C(=O)C1,3
[4*]CC(=O)C1=c2ccccc2=[NH+]C1C,3
[1*]C(=O)C1=C(C)N=C2CCCC([O-])=C2C1,3
[15*]C1C(C=O)=C(C)N=C2CCCC([O-])=C21,3
[1*]C(=O)CS(=O)C(C)C(C)C,3
[5*]N1CCCc2cc(Cl)ccc21,3
[9*]n1cnc(C)n1,3
[11*]SC1=NC(=O)CC(N)=N1,3
[8*]CS(=O)(=O)CCO,3
[16*]c1cc(Br)c2c(c1)OCO2,3
[16*]c1ccc2ccc(=O)oc2c1C,3
[16*]c1cc(=O)oc2c(C)cccc12,3
[10*]N1C(=O)C=CC1=O,3
[10*]N1C(=O)NC2(CCSC2)C1=O,3
[5*]N1CC(O)C1,3
[5*]N1CC2CCCC2C1,3
[16*]c1cc(=O)[nH]c2cc(F)ccc12,3
[10*]N1C(=O)C2CC2C1=O,3
[15*]C1(O)CCCC1(C)C,3
[9*]n1ncc2ccc(Cl)nc21,3
[16*]c1cc2cn[nH]c2nc1Cl,3
[16*]c1cc(Cl)nc(Cl)c1,3
[12*]S(=O)(=O)C=Cc1ccc(C)cc1,3
[5*]N1CCc2ccccc2C1c1cccs1,3
[16*]c1ccc2c(c1)CCNC2c1cccs1,3
[16*]c1ccc2c(c1)C(c1cccs1)NCC2,3
[5*]N1CCCC2(CNC(=O)O2)C1,3
[7*]=CC1CCOCC1,3
[5*]N1CCCOC(C)C1,3
[14*]c1ncnc2cc(F)c(F)cc12,3
[15*]C1CONC1=O,3
[14*]c1cccc(NN)n1,3
[5*]N1CCc2ccc(C)cc21,3
[15*]C1C(O)C(C)(C)OC1(C)C,3
[15*]C1C(=O)N=C(C)C=C1C,3
[16*]c1cnc2n(c1=O)CCS2,3
[16*]c1ccn2ccsc12,3
[4*]CC(C)(C)CC(C)C,3
[4*]C(C)(CO)CCC,3
[5*]N1CCSC12C(=O)N(C)c1ccccc12,3
[8*]CN1C(=O)C2(NCCS2)c2ccccc21,3
[11*]SC1=NC(=O)C2SC(=S)NC2=N1,3
[5*]N1C(=S)SC2C(=O)N=C(S)N=C21,3
[13*]C1Oc2ccccc2C2CC(c3cccs3)=NN12,3
[9*]n1c(=NC=O)[nH]c2ccccc21,3
[16*]c1ccc[nH]c1=S,3
[12*]S(=O)(=O)c1ccc(C#N)cc1C,3
[13*]C1CC(=O)NC(=Nc2ccccc2)S1,3
[10*]N1C(=O)CCSC1=Nc1ccccc1,3
[16*]c1cccc(C#Cc2ccccn2)c1,3
[16*]c1c(C)c2cc(Cl)ccc2oc1=O,3
[14*]c1cc(Cl)c(Cl)cn1,3
[14*]c1cc([O-])ncn1,3
[16*]c1ccc([N+](=O)[O-])cc1S(N)(=O)=O,3
[14*]c1ccc(C#N)c(N)n1,3
[16*]c1ccnc(N)c1C#N,3
[16*]c1cc([SH](=O)=O)cc(C)c1C,3
[15*]C1C=NN=C1c1ccc(F)cc1,3
[12*]S(=O)(=O)c1cc(C)cs1,3
[14*]c1sc([SH](=O)=O)cc1C,3
[10*]N1CCC2(CCCO2)CCC1=O,3
[10*]N1CN=C2N=NC=C2C1=O,3
[13*]C1N=C2N=NC=C2C(=O)N1,3
[3*]OS(=O)(=O)c1ccc(Cl)cc1,3
[9*]n1ccc2nc3ncnn3cc2c1=O,3
[14*]c1c2c(=O)[nH]ccc2nc2ncnn12,3
[14*]c1noc2c1CC(C)CC2,3
[10*]N1CC2(CCOC2)CCC1=O,3
[5*]N1CCOC2CNCC21,3
